a = 3538497.232133; b = 3299999.301186; cout = 134753753877.283524
a = 3540512.209872; b = 3350000.092326; cout = 117657859058.828079
a = 3540513.661740; b = 3360000.192421; cout = 117931784761.599548
a = 3540515.113609; b = 3370000.292516; cout = 118406472814.744736
a = 3540516.565478; b = 3380000.392612; cout = 119081923218.273254
a = 3540518.017346; b = 3390000.492707; cout = 119958135972.180649
a = 3540519.469215; b = 3400000.592802; cout = 121035111076.472916
a = 3540520.921084; b = 3410000.692897; cout = 122312848531.143768
a = 3540522.372952; b = 3420000.792992; cout = 123791348336.198639
a = 3540523.824821; b = 3430000.893087; cout = 125470610491.627518
a = 3540525.276690; b = 3440000.993182; cout = 127350634997.441956
a = 3540526.728558; b = 3450001.093278; cout = 129431421853.633865
a = 3540528.180427; b = 3460001.193373; cout = 131712971060.211075
a = 3540529.632296; b = 3470001.293468; cout = 134195282617.164749
a = 3541500.098514; b = 3239999.136612; cout = 119278847885.959000
a = 3541501.550383; b = 3249999.236707; cout = 117636176949.488480
a = 3541503.002251; b = 3259999.336802; cout = 116194268363.404877
a = 3541504.454120; b = 3269999.436897; cout = 114953122127.694855
a = 3541505.905989; b = 3279999.536992; cout = 113912738242.368439
a = 3541507.357857; b = 3289999.637088; cout = 113073116707.423447
a = 3541508.809726; b = 3299999.737183; cout = 112434257522.860260
a = 3541510.261595; b = 3309999.837278; cout = 111996160688.679443
a = 3541511.713463; b = 3319999.937373; cout = 111758826204.873245
a = 3541513.165332; b = 3330000.037468; cout = 111722254071.453903
a = 3541514.617201; b = 3340000.137563; cout = 111886444288.409241
a = 3541516.069069; b = 3350000.237658; cout = 112251396855.751373
a = 3541517.520938; b = 3360000.337754; cout = 112817111773.466293
a = 3541518.972807; b = 3370000.437849; cout = 113583589041.570892
a = 3541520.424675; b = 3380000.537944; cout = 114550828660.047714
a = 3541521.876544; b = 3390000.638039; cout = 115718830628.912674
a = 3541523.328412; b = 3400000.738134; cout = 117087594948.154922
a = 3541524.780281; b = 3410000.838229; cout = 118657121617.779770
a = 3541526.232150; b = 3420000.938324; cout = 120427410637.779709
a = 3541527.684018; b = 3430001.038419; cout = 122398462008.165497
a = 3541529.135887; b = 3440001.138515; cout = 124570275728.929947
a = 3541530.587756; b = 3450001.238610; cout = 126942851800.078217
a = 3541532.039624; b = 3460001.338705; cout = 129516190221.602814
a = 3541533.491493; b = 3470001.438800; cout = 132290290993.509964
a = 3542502.505843; b = 3229999.181849; cout = 112788772230.603912
a = 3542503.957711; b = 3239999.281944; cout = 111237128158.706955
a = 3542505.409580; b = 3249999.382039; cout = 109886246437.187637
a = 3542506.861449; b = 3259999.482134; cout = 108736127066.053238
a = 3542508.313317; b = 3269999.582230; cout = 107786770045.300064
a = 3542509.765186; b = 3279999.682325; cout = 107038175374.929596
a = 3542511.217055; b = 3289999.782420; cout = 106490343054.936432
a = 3542512.668923; b = 3299999.882515; cout = 106143273085.323792
a = 3542514.120792; b = 3309999.982610; cout = 105996965466.091721
a = 3542515.572661; b = 3320000.082705; cout = 106051420197.237701
a = 3542517.024529; b = 3330000.182800; cout = 106306637278.770996
a = 3542518.476398; b = 3340000.282895; cout = 106762616710.680862
a = 3542519.928267; b = 3350000.382991; cout = 107419358492.971771
a = 3542521.380135; b = 3360000.483086; cout = 108276862625.643417
a = 3542522.832004; b = 3370000.583181; cout = 109335129108.695084
a = 3542524.283873; b = 3380000.683276; cout = 110594157942.129166
a = 3542525.735741; b = 3390000.783371; cout = 112053949125.942551
a = 3542527.187610; b = 3400000.883466; cout = 113714502660.136688
a = 3542528.639479; b = 3410000.983561; cout = 115575818544.711319
a = 3542530.091347; b = 3420001.083657; cout = 117637896779.666962
a = 3542531.543216; b = 3430001.183752; cout = 119900737365.004440
a = 3542532.995085; b = 3440001.283847; cout = 122364340300.721115
a = 3542534.446953; b = 3450001.383942; cout = 125028705586.818054
a = 3542535.898822; b = 3460001.484037; cout = 127893833223.294785
a = 3542537.350691; b = 3470001.584132; cout = 130959723210.154205
a = 3542538.802559; b = 3480001.684227; cout = 134226375547.394638
a = 3543503.461303; b = 3209999.126991; cout = 108151683893.738098
a = 3543504.913172; b = 3219999.227086; cout = 106490304336.035446
a = 3543506.365040; b = 3229999.327181; cout = 105029687128.706604
a = 3543507.816909; b = 3239999.427276; cout = 103769832271.761612
a = 3543509.268778; b = 3249999.527371; cout = 102710739765.198044
a = 3543510.720646; b = 3259999.627467; cout = 101852409609.015671
a = 3543512.172515; b = 3269999.727562; cout = 101194841803.212799
a = 3543513.624384; b = 3279999.827657; cout = 100738036347.790543
a = 3543515.076252; b = 3289999.927752; cout = 100481993242.749939
a = 3543516.528121; b = 3300000.027847; cout = 100426712488.090042
a = 3543517.979990; b = 3310000.127942; cout = 100572194083.813461
a = 3543519.431858; b = 3320000.228037; cout = 100918438029.913483
a = 3543520.883727; b = 3330000.328133; cout = 101465444326.392639
a = 3543522.335596; b = 3340000.428228; cout = 102213212973.254318
a = 3543523.787464; b = 3350000.528323; cout = 103161743970.496628
a = 3543525.239333; b = 3360000.628418; cout = 104311037318.123047
a = 3543526.691202; b = 3370000.728513; cout = 105661093016.128525
a = 3543528.143070; b = 3380000.828608; cout = 107211911064.511322
a = 3543529.594939; b = 3390000.928703; cout = 108963491463.278000
a = 3543531.046808; b = 3400001.028798; cout = 110915834212.422180
a = 3543532.498676; b = 3410001.128894; cout = 113068939311.951797
a = 3543533.950545; b = 3420001.228989; cout = 115422806761.857513
a = 3543535.402414; b = 3430001.329084; cout = 117977436562.144852
a = 3543536.854282; b = 3440001.429179; cout = 120732828712.813461
a = 3543538.306151; b = 3450001.529274; cout = 123688983213.863495
a = 3543539.758020; b = 3460001.629369; cout = 126845900065.294632
a = 3543541.209888; b = 3470001.729464; cout = 130203579267.103806
a = 3543542.661757; b = 3480001.829560; cout = 133762020819.294174
a = 3544505.868632; b = 3199999.172228; cout = 101953796895.365723
a = 3544507.320500; b = 3209999.272323; cout = 100383444202.234802
a = 3544508.772369; b = 3219999.372418; cout = 99013853859.481186
a = 3544510.224238; b = 3229999.472513; cout = 97845025867.104980
a = 3544511.676106; b = 3239999.572608; cout = 96876960225.119858
a = 3544513.127975; b = 3249999.672704; cout = 96109656933.504822
a = 3544514.579844; b = 3259999.772799; cout = 95543115992.276566
a = 3544516.031712; b = 3269999.872894; cout = 95177337401.422958
a = 3544517.483581; b = 3279999.972989; cout = 95012321160.955368
a = 3544518.935450; b = 3290000.073084; cout = 95048067270.864822
a = 3544520.387318; b = 3300000.173179; cout = 95284575731.158218
a = 3544521.839187; b = 3310000.273274; cout = 95721846541.828079
a = 3544523.291056; b = 3320000.373370; cout = 96359879702.882309
a = 3544524.742924; b = 3330000.473465; cout = 97198675214.313522
a = 3544526.194793; b = 3340000.573560; cout = 98238233076.133621
a = 3544527.646662; b = 3350000.673655; cout = 99478553288.324112
a = 3544529.098530; b = 3360000.773750; cout = 100919635850.902405
a = 3544530.550399; b = 3370000.873845; cout = 102561480763.855530
a = 3544532.002268; b = 3380000.973940; cout = 104404088027.193344
a = 3544533.454136; b = 3390001.074036; cout = 106447457640.911942
a = 3544534.906005; b = 3400001.174131; cout = 108691589605.009476
a = 3544536.357874; b = 3410001.274226; cout = 111136483919.487717
a = 3544537.809742; b = 3420001.374321; cout = 113782140584.346649
a = 3544539.261611; b = 3430001.474416; cout = 116628559599.587097
a = 3544540.713480; b = 3440001.574511; cout = 119675740965.208572
a = 3544542.165348; b = 3450001.674606; cout = 122923684681.209442
a = 3544543.617217; b = 3460001.774701; cout = 126372390747.591904
a = 3544545.069086; b = 3470001.874797; cout = 130021859164.353424
a = 3544546.520954; b = 3480001.974892; cout = 133872089931.496735
a = 3545508.275961; b = 3189999.217465; cout = 95947517657.787842
a = 3545509.727829; b = 3199999.317560; cout = 94468191829.227859
a = 3545511.179698; b = 3209999.417655; cout = 93189628351.041901
a = 3545512.631567; b = 3219999.517750; cout = 92111827223.241913
a = 3545514.083435; b = 3229999.617846; cout = 91234788445.819565
a = 3545515.535304; b = 3239999.717941; cout = 90558512018.778503
a = 3545516.987173; b = 3249999.818036; cout = 90082997942.118195
a = 3545518.439041; b = 3259999.918131; cout = 89808246215.839218
a = 3545519.890910; b = 3270000.018226; cout = 89734256839.941620
a = 3545521.342779; b = 3280000.118321; cout = 89861029814.423492
a = 3545522.794647; b = 3290000.218416; cout = 90188565139.285858
a = 3545524.246516; b = 3300000.318512; cout = 90716862814.529053
a = 3545525.698385; b = 3310000.418607; cout = 91445922840.154404
a = 3545527.150253; b = 3320000.518702; cout = 92375745216.161804
a = 3545528.602122; b = 3330000.618797; cout = 93506329942.544739
a = 3545530.053991; b = 3340000.718892; cout = 94837677019.310303
a = 3545531.505859; b = 3350000.818987; cout = 96369786446.456833
a = 3545532.957728; b = 3360000.919082; cout = 98102658223.982239
a = 3545534.409597; b = 3370001.019177; cout = 100036292351.894012
a = 3545535.861465; b = 3380001.119273; cout = 102170688830.181259
a = 3545537.313334; b = 3390001.219368; cout = 104505847658.849915
a = 3545538.765203; b = 3400001.319463; cout = 107041768837.899582
a = 3545540.217071; b = 3410001.419558; cout = 109778452367.329361
a = 3545541.668940; b = 3420001.519653; cout = 112715898247.142975
a = 3545543.120809; b = 3430001.619748; cout = 115854106477.333847
a = 3545544.572677; b = 3440001.719843; cout = 119193077057.905746
a = 3545546.024546; b = 3450001.819939; cout = 122732809988.858932
a = 3545547.476415; b = 3460001.920034; cout = 126473305270.192444
a = 3545548.928283; b = 3470002.020129; cout = 130414562901.908173
a = 3545550.380152; b = 3480002.120224; cout = 134556582884.003372
a = 3546509.231421; b = 3169999.162607; cout = 91721907495.359131
a = 3546510.683290; b = 3179999.262702; cout = 90132846180.978867
a = 3546512.135158; b = 3189999.362797; cout = 88744547216.993805
a = 3546513.587027; b = 3199999.462892; cout = 87557010603.374512
a = 3546515.038896; b = 3209999.562987; cout = 86570236340.149094
a = 3546516.490764; b = 3219999.663083; cout = 85784224427.296066
a = 3546517.942633; b = 3229999.763178; cout = 85198974864.828552
a = 3546519.394502; b = 3239999.863273; cout = 84814487652.737366
a = 3546520.846370; b = 3249999.963368; cout = 84630762791.035248
a = 3546522.298239; b = 3260000.063463; cout = 84647800279.705139
a = 3546523.750108; b = 3270000.163558; cout = 84865600118.760315
a = 3546525.201976; b = 3280000.263653; cout = 85284162308.190430
a = 3546526.653845; b = 3290000.363749; cout = 85903486848.006775
a = 3546528.105713; b = 3300000.463844; cout = 86723573738.203049
a = 3546529.557582; b = 3310000.563939; cout = 87744422978.778580
a = 3546531.009451; b = 3320000.664034; cout = 88966034569.735092
a = 3546532.461319; b = 3330000.764129; cout = 90388408511.072342
a = 3546533.913188; b = 3340000.864224; cout = 92011544802.789642
a = 3546535.365057; b = 3350000.964319; cout = 93835443444.889816
a = 3546536.816925; b = 3360001.064415; cout = 95860104437.368103
a = 3546538.268794; b = 3370001.164510; cout = 98085527780.227127
a = 3546539.720663; b = 3380001.264605; cout = 100511713473.467743
a = 3546541.172531; b = 3390001.364700; cout = 103138661517.087799
a = 3546542.624400; b = 3400001.464795; cout = 105966371911.093002
a = 3546544.076269; b = 3410001.564890; cout = 108994844655.474426
a = 3546545.528137; b = 3420001.664985; cout = 112224079750.237625
a = 3546546.980006; b = 3430001.765080; cout = 115654077195.380600
a = 3546548.431875; b = 3440001.865176; cout = 119284836990.905334
a = 3546549.883743; b = 3450001.965271; cout = 123116359136.811768
a = 3546551.335612; b = 3460002.065366; cout = 127148643633.096451
a = 3546552.787481; b = 3470002.165461; cout = 131381690479.763275
a = 3547511.638750; b = 3159999.207844; cout = 86007816914.757233
a = 3547513.090618; b = 3169999.307939; cout = 84509782464.955719
a = 3547514.542487; b = 3179999.408034; cout = 83212510365.536774
a = 3547515.994356; b = 3189999.508129; cout = 82116000616.498764
a = 3547517.446224; b = 3199999.608225; cout = 81220253217.836136
a = 3547518.898093; b = 3209999.708320; cout = 80525268169.559799
a = 3547520.349962; b = 3219999.808415; cout = 80031045471.656082
a = 3547521.801830; b = 3229999.908510; cout = 79737585124.141006
a = 3547523.253699; b = 3240000.008605; cout = 79644887127.005112
a = 3547524.705568; b = 3250000.108700; cout = 79752951480.249496
a = 3547526.157436; b = 3260000.208795; cout = 80061778183.873550
a = 3547527.609305; b = 3270000.308890; cout = 80571367237.877823
a = 3547529.061174; b = 3280000.408986; cout = 81281718642.266861
a = 3547530.513042; b = 3290000.509081; cout = 82192832397.032776
a = 3547531.964911; b = 3300000.609176; cout = 83304708502.178238
a = 3547533.416780; b = 3310000.709271; cout = 84617346957.706100
a = 3547534.868648; b = 3320000.809366; cout = 86130747763.613968
a = 3547536.320517; b = 3330000.909461; cout = 87844910919.903214
a = 3547537.772386; b = 3340001.009556; cout = 89759836426.574112
a = 3547539.224254; b = 3350001.109652; cout = 91875524283.623474
a = 3547540.676123; b = 3360001.209747; cout = 94191974491.055466
a = 3547542.127992; b = 3370001.309842; cout = 96709187048.865646
a = 3547543.579860; b = 3380001.409937; cout = 99427161957.061096
a = 3547545.031729; b = 3390001.510032; cout = 102345899215.632828
a = 3547546.483598; b = 3400001.610127; cout = 105465398824.586411
a = 3547547.935466; b = 3410001.710222; cout = 108785660783.921402
a = 3547549.387335; b = 3420001.810318; cout = 112306685093.635574
a = 3547550.839204; b = 3430001.910413; cout = 116028471753.733398
a = 3547552.291072; b = 3440002.010508; cout = 119951020764.208984
a = 3547553.742941; b = 3450002.110603; cout = 124074332125.066238
a = 3547555.194810; b = 3460002.210698; cout = 128398405836.303162
a = 3547556.646678; b = 3470002.310793; cout = 132923241897.921799
a = 3548514.046079; b = 3149999.253081; cout = 80485334094.935623
a = 3548515.497947; b = 3159999.353176; cout = 79078326509.705521
a = 3548516.949816; b = 3169999.453271; cout = 77872081274.859573
a = 3548518.401685; b = 3179999.553366; cout = 76866598390.390320
a = 3548519.853553; b = 3189999.653462; cout = 76061877856.299500
a = 3548521.305422; b = 3199999.753557; cout = 75457919672.591965
a = 3548522.757291; b = 3209999.853652; cout = 75054723839.266602
a = 3548524.209159; b = 3219999.953747; cout = 74852290356.322464
a = 3548525.661028; b = 3230000.053842; cout = 74850619223.756699
a = 3548527.112897; b = 3240000.153937; cout = 75049710441.571793
a = 3548528.564765; b = 3250000.254032; cout = 75449564009.766907
a = 3548530.016634; b = 3260000.354128; cout = 76050179928.343674
a = 3548531.468503; b = 3270000.454223; cout = 76851558197.301620
a = 3548532.920371; b = 3280000.554318; cout = 77853698816.638763
a = 3548534.372240; b = 3290000.654413; cout = 79056601786.357498
a = 3548535.824109; b = 3300000.754508; cout = 80460267106.455246
a = 3548537.275977; b = 3310000.854603; cout = 82064694776.937607
a = 3548538.727846; b = 3320000.954698; cout = 83869884797.796341
a = 3548540.179715; b = 3330001.054794; cout = 85875837169.038544
a = 3548541.631583; b = 3340001.154889; cout = 88082551890.660324
a = 3548543.083452; b = 3350001.254984; cout = 90490028962.662125
a = 3548544.535321; b = 3360001.355079; cout = 93098268385.046112
a = 3548545.987189; b = 3370001.455174; cout = 95907270157.809387
a = 3548547.439058; b = 3380001.555269; cout = 98917034280.953339
a = 3548548.890927; b = 3390001.655364; cout = 102127560754.478317
a = 3548550.342795; b = 3400001.755459; cout = 105538849578.383301
a = 3548551.794664; b = 3410001.855555; cout = 109150900752.671127
a = 3548553.246532; b = 3420001.955650; cout = 112963714277.337479
a = 3548554.698401; b = 3430002.055745; cout = 116977290152.385300
a = 3548556.150270; b = 3440002.155840; cout = 121191628377.813736
a = 3548557.602138; b = 3450002.255935; cout = 125606728953.621323
a = 3548559.054007; b = 3460002.356030; cout = 130222591879.812454
a = 3548560.505876; b = 3470002.456125; cout = 135039217156.382828
a = 3549515.001539; b = 3129999.198223; cout = 76671202106.935532
a = 3549516.453407; b = 3139999.298318; cout = 75154459035.899612
a = 3549517.905276; b = 3149999.398413; cout = 73838478315.235214
a = 3549519.357145; b = 3159999.498508; cout = 72723259944.963867
a = 3549520.809013; b = 3169999.598604; cout = 71808803925.060013
a = 3549522.260882; b = 3179999.698699; cout = 71095110255.548325
a = 3549523.712751; b = 3189999.798794; cout = 70582178936.409485
a = 3549525.164619; b = 3199999.898889; cout = 70270009967.654724
a = 3549526.616488; b = 3209999.998984; cout = 70158603349.279678
a = 3549528.068357; b = 3220000.099079; cout = 70247959081.285400
a = 3549529.520225; b = 3230000.199174; cout = 70538077163.671417
a = 3549530.972094; b = 3240000.299269; cout = 71028957596.439651
a = 3549532.423963; b = 3250000.399365; cout = 71720600379.588760
a = 3549533.875831; b = 3260000.499460; cout = 72613005513.115540
a = 3549535.327700; b = 3270000.599555; cout = 73706172997.025986
a = 3549536.779569; b = 3280000.699650; cout = 75000102831.314178
a = 3549538.231437; b = 3290000.799745; cout = 76494795015.987656
a = 3549539.683306; b = 3300000.899840; cout = 78190249551.036575
a = 3549541.135175; b = 3310000.999935; cout = 80086466436.468842
a = 3549542.587043; b = 3320001.100031; cout = 82183445672.280594
a = 3549544.038912; b = 3330001.200126; cout = 84481187258.474060
a = 3549545.490781; b = 3340001.300221; cout = 86979691195.048294
a = 3549546.942649; b = 3350001.400316; cout = 89678957482.002960
a = 3549548.394518; b = 3360001.500411; cout = 92578986119.337143
a = 3549549.846387; b = 3370001.600506; cout = 95679777107.052490
a = 3549551.298255; b = 3380001.700601; cout = 98981330445.148788
a = 3549552.750124; b = 3390001.800697; cout = 102483646133.627197
a = 3549554.201993; b = 3400001.900792; cout = 106186724172.483780
a = 3549555.653861; b = 3410002.000887; cout = 110090564561.722244
a = 3549557.105730; b = 3420002.100982; cout = 114195167301.342056
a = 3549558.557599; b = 3430002.201077; cout = 118500532391.340164
a = 3549560.009467; b = 3440002.301172; cout = 123006659831.721481
a = 3549561.461336; b = 3450002.401267; cout = 127713549622.482422
a = 3549562.913205; b = 3460002.501362; cout = 132621201763.623520
a = 3550517.408868; b = 3119999.243460; cout = 71440907944.105453
a = 3550518.860736; b = 3129999.343555; cout = 70015191737.640549
a = 3550520.312605; b = 3139999.443650; cout = 68790237881.552765
a = 3550521.764474; b = 3149999.543745; cout = 67766046375.845345
a = 3550523.216342; b = 3159999.643841; cout = 66942617220.518715
a = 3550524.668211; b = 3169999.743936; cout = 66319950415.570366
a = 3550526.120080; b = 3179999.844031; cout = 65898045961.006424
a = 3550527.571948; b = 3189999.944126; cout = 65676903856.821808
a = 3550529.023817; b = 3200000.044221; cout = 65656524103.018761
a = 3550530.475686; b = 3210000.144316; cout = 65836906699.595947
a = 3550531.927554; b = 3220000.244411; cout = 66218051646.554649
a = 3550533.379423; b = 3230000.344507; cout = 66799958943.894005
a = 3550534.831292; b = 3240000.444602; cout = 67582628591.612694
a = 3550536.283160; b = 3250000.544697; cout = 68566060589.712372
a = 3550537.735029; b = 3260000.644792; cout = 69750254938.191849
a = 3550539.186898; b = 3270000.744887; cout = 71135211637.051712
a = 3550540.638766; b = 3280000.844982; cout = 72720930686.297455
a = 3550542.090635; b = 3290000.945077; cout = 74507412085.918198
a = 3550543.542504; b = 3300001.045172; cout = 76494655835.920883
a = 3550544.994372; b = 3310001.145268; cout = 78682661936.304062
a = 3550546.446241; b = 3320001.245363; cout = 81071430387.069138
a = 3550547.898110; b = 3330001.345458; cout = 83660961188.214325
a = 3550549.349978; b = 3340001.445553; cout = 86451254339.738434
a = 3550550.801847; b = 3350001.545648; cout = 89442309841.645187
a = 3550552.253716; b = 3360001.645743; cout = 92634127693.930817
a = 3550553.705584; b = 3370001.745838; cout = 96026707896.599670
a = 3550555.157453; b = 3380001.845934; cout = 99620050449.647781
a = 3550556.609322; b = 3390001.946029; cout = 103414155353.075226
a = 3550558.061190; b = 3400002.046124; cout = 107409022606.885162
a = 3550559.513059; b = 3410002.146219; cout = 111604652211.075211
a = 3550560.964928; b = 3420002.246314; cout = 116001044165.648056
a = 3550562.416796; b = 3430002.346409; cout = 120598198470.596375
a = 3550563.868665; b = 3440002.446504; cout = 125396115125.930801
a = 3550565.320534; b = 3450002.546600; cout = 130394794131.642548
a = 3551519.816197; b = 3109999.288697; cout = 66402221542.056900
a = 3551521.268065; b = 3119999.388792; cout = 65067532200.159821
a = 3551522.719934; b = 3129999.488887; cout = 63933605208.643440
a = 3551524.171803; b = 3139999.588983; cout = 63000440567.504799
a = 3551525.623671; b = 3149999.689078; cout = 62268038276.747299
a = 3551527.075540; b = 3159999.789173; cout = 61736398336.376152
a = 3551528.527409; b = 3169999.889268; cout = 61405520746.382820
a = 3551529.979277; b = 3179999.989363; cout = 61275405506.769249
a = 3551531.431146; b = 3190000.089458; cout = 61346052617.535057
a = 3551532.883015; b = 3200000.189553; cout = 61617462078.684731
a = 3551534.334883; b = 3210000.289648; cout = 62089633890.213409
a = 3551535.786752; b = 3220000.389744; cout = 62762568052.124039
a = 3551537.238620; b = 3230000.489839; cout = 63636264564.413010
a = 3551538.690489; b = 3240000.589934; cout = 64710723427.085495
a = 3551540.142358; b = 3250000.690029; cout = 65985944640.135529
a = 3551541.594226; b = 3260000.790124; cout = 67461928203.571190
a = 3551543.046095; b = 3270000.890219; cout = 69138674117.383057
a = 3551544.497964; b = 3280000.990314; cout = 71016182381.577133
a = 3551545.949832; b = 3290001.090410; cout = 73094452996.150131
a = 3551547.401701; b = 3300001.190505; cout = 75373485961.105911
a = 3551548.853570; b = 3310001.290600; cout = 77853281276.441818
a = 3551550.305438; b = 3320001.390695; cout = 80533838942.157455
a = 3551551.757307; b = 3330001.490790; cout = 83415158958.254257
a = 3551553.209176; b = 3340001.590885; cout = 86497241324.731293
a = 3551554.661044; b = 3350001.690980; cout = 89780086041.590775
a = 3551556.112913; b = 3360001.791076; cout = 93263693108.829132
a = 3551557.564782; b = 3370001.891171; cout = 96948062526.448257
a = 3551559.016650; b = 3380001.991266; cout = 100833194294.448883
a = 3551560.468519; b = 3390002.091361; cout = 104919088412.828384
a = 3551561.920388; b = 3400002.191456; cout = 109205744881.590805
a = 3551563.372256; b = 3410002.291551; cout = 113693163700.732117
a = 3551564.824125; b = 3420002.391646; cout = 118381344870.254425
a = 3551566.275994; b = 3430002.491741; cout = 123270288390.157410
a = 3551567.727862; b = 3440002.591837; cout = 128359994260.441147
a = 3551569.179731; b = 3450002.691932; cout = 133650462481.105927
a = 3552520.771657; b = 3089999.233839; cout = 62999567728.490723
a = 3552522.223525; b = 3099999.333934; cout = 61555142900.784561
a = 3552523.675394; b = 3109999.434029; cout = 60311480423.458328
a = 3552525.127263; b = 3119999.534124; cout = 59268580296.513214
a = 3552526.579131; b = 3129999.634220; cout = 58426442519.948242
a = 3552528.031000; b = 3139999.734315; cout = 57785067093.767784
a = 3552529.482869; b = 3149999.834410; cout = 57344454017.962128
a = 3552530.934737; b = 3159999.934505; cout = 57104603292.541512
a = 3552532.386606; b = 3170000.034600; cout = 57065514917.495628
a = 3552533.838475; b = 3180000.134695; cout = 57227188892.836006
a = 3552535.290343; b = 3190000.234790; cout = 57589625218.554977
a = 3552536.742212; b = 3200000.334886; cout = 58152823894.656509
a = 3552538.194081; b = 3210000.434981; cout = 58916784921.135788
a = 3552539.645949; b = 3220000.535076; cout = 59881508297.997955
a = 3552541.097818; b = 3230000.635171; cout = 61046994025.239944
a = 3552542.549687; b = 3240000.735266; cout = 62413242102.864403
a = 3552544.001555; b = 3250000.835361; cout = 63980252530.866692
a = 3552545.453424; b = 3260000.935456; cout = 65748025309.250633
a = 3552546.905293; b = 3270001.035551; cout = 67716560438.015099
a = 3552548.357161; b = 3280001.135647; cout = 69885857917.160706
a = 3552549.809030; b = 3290001.235742; cout = 72255917746.688202
a = 3552551.260899; b = 3300001.335837; cout = 74826739926.594315
a = 3552552.712767; b = 3310001.435932; cout = 77598324456.881866
a = 3552554.164636; b = 3320001.536027; cout = 80570671337.549210
a = 3552555.616505; b = 3330001.636122; cout = 83743780568.597839
a = 3552557.068373; b = 3340001.736217; cout = 87117652150.028473
a = 3552558.520242; b = 3350001.836313; cout = 90692286081.837097
a = 3552559.972111; b = 3360001.936408; cout = 94467682364.028595
a = 3552561.423979; b = 3370002.036503; cout = 98443840996.598206
a = 3552562.875848; b = 3380002.136598; cout = 102620761979.551468
a = 3552564.327717; b = 3390002.236693; cout = 106998445312.884415
a = 3552565.779585; b = 3400002.336788; cout = 111576890996.597885
a = 3552567.231454; b = 3410002.436883; cout = 116356099030.692245
a = 3552568.683323; b = 3420002.536979; cout = 121336069415.167175
a = 3552538.539755; b = 3430001.320036; cout = 126405175038.208405
a = 3553523.178986; b = 3079999.279076; cout = 58253069983.426598
a = 3553524.630854; b = 3089999.379171; cout = 56899672020.290970
a = 3553526.082723; b = 3099999.479266; cout = 55747036407.536514
a = 3553527.534592; b = 3109999.579362; cout = 54795163145.162300
a = 3553528.986460; b = 3119999.679457; cout = 54044052233.167709
a = 3553530.438329; b = 3129999.779552; cout = 53493703671.556732
