a = 3334018.074881; b = 5938374.998894; cout = 5650073666132.387695
a = 3373535.394685; b = 5573393.852099; cout = 4649500587596.814453
a = 3373536.826868; b = 5583258.362248; cout = 4652333418552.472656
a = 3373538.259051; b = 5593122.872398; cout = 4655361604550.446289
a = 3373539.691234; b = 5602987.382547; cout = 4658585145590.728516
a = 3373541.123417; b = 5612851.892696; cout = 4662004041673.355469
a = 3373542.555600; b = 5622716.402846; cout = 4665618292798.268555
a = 3373543.987783; b = 5632580.912995; cout = 4669427898965.520508
a = 3373545.419966; b = 5642445.423145; cout = 4673432860175.096680
a = 3373546.852148; b = 5652309.933294; cout = 4677633176426.983398
a = 3373548.284331; b = 5662174.443443; cout = 4682028847721.182617
a = 3373549.716514; b = 5672038.953593; cout = 4686619874057.691406
a = 3373547.855365; b = 5681903.134825; cout = 4691457228087.844727
a = 3383387.871205; b = 5297189.000100; cout = 4413171182088.798828
a = 3383389.303388; b = 5307053.510249; cout = 4413370534564.451172
a = 3383390.735571; b = 5316918.020398; cout = 4413765242082.447266
a = 3383392.167754; b = 5326782.530548; cout = 4414355304642.741211
a = 3383393.599937; b = 5336647.040697; cout = 4415140722245.360352
a = 3383395.032120; b = 5346511.550846; cout = 4416121494890.291016
a = 3383396.464302; b = 5356376.060996; cout = 4417297622577.565430
a = 3383397.896485; b = 5366240.571145; cout = 4418669105307.116211
a = 3383399.328668; b = 5376105.081295; cout = 4420235943079.000977
a = 3383400.760851; b = 5385969.591444; cout = 4421998135893.230469
a = 3383402.193034; b = 5395834.101593; cout = 4423955683749.769531
a = 3383403.625217; b = 5405698.611743; cout = 4426108586648.586914
a = 3383405.057400; b = 5415563.121892; cout = 4428456844589.741211
a = 3383406.489583; b = 5425427.632041; cout = 4431000457573.228516
a = 3383407.921766; b = 5435292.142191; cout = 4433739425599.030273
a = 3383409.353949; b = 5445156.652340; cout = 4436673748667.163086
a = 3383410.786132; b = 5455021.162490; cout = 4439803426777.576172
a = 3383412.218315; b = 5464885.672639; cout = 4443128459930.336914
a = 3383413.650498; b = 5474750.182788; cout = 4446648848125.403320
a = 3383415.082681; b = 5484614.692938; cout = 4450364591362.801758
a = 3383416.514864; b = 5494479.203087; cout = 4454275689642.487305
a = 3383417.947047; b = 5504343.713236; cout = 4458382142964.510742
a = 3383419.379230; b = 5514208.223386; cout = 4462683951328.848633
a = 3383420.811413; b = 5524072.733535; cout = 4467181114735.511719
a = 3383422.243596; b = 5533937.243684; cout = 4471873633184.491211
a = 3383423.675779; b = 5543801.753834; cout = 4476761506675.772461
a = 3383425.107962; b = 5553666.263983; cout = 4481844735209.381836
a = 3383426.540145; b = 5563530.774133; cout = 4487123318785.324219
a = 3383427.972328; b = 5573395.284282; cout = 4492597257403.577148
a = 3383426.111179; b = 5583259.465514; cout = 4498308366449.087891
a = 3393261.830469; b = 5168951.800341; cout = 4210942111116.265625
a = 3393263.262652; b = 5178816.310490; cout = 4211438310746.697266
a = 3393264.694835; b = 5188680.820639; cout = 4212129865419.475098
a = 3393266.127018; b = 5198545.330789; cout = 4213016775134.502930
a = 3393267.559201; b = 5208409.840938; cout = 4214099039891.909180
a = 3393268.991384; b = 5218274.351088; cout = 4215376659691.620605
a = 3393270.423567; b = 5228138.861237; cout = 4216849634533.650879
a = 3393271.855750; b = 5238003.371386; cout = 4218517964417.985352
a = 3393273.287933; b = 5247867.881536; cout = 4220381649344.664062
a = 3393274.720116; b = 5257732.391685; cout = 4222440689313.657715
a = 3393276.152299; b = 5267596.901834; cout = 4224695084324.956055
a = 3393277.584482; b = 5277461.411984; cout = 4227144834378.561523
a = 3393279.016665; b = 5287325.922133; cout = 4229789939474.489746
a = 3393280.448848; b = 5297190.432283; cout = 4232630399612.735840
a = 3393281.881031; b = 5307054.942432; cout = 4235666214793.323730
a = 3393283.313214; b = 5316919.452581; cout = 4238897385016.219238
a = 3393284.745397; b = 5326783.962731; cout = 4242323910281.427734
a = 3393286.177580; b = 5336648.472880; cout = 4245945790588.940430
a = 3393287.609763; b = 5346512.983029; cout = 4249763025938.783203
a = 3393289.041946; b = 5356377.493179; cout = 4253775616330.962402
a = 3393290.474129; b = 5366242.003328; cout = 4257983561765.431152
a = 3393291.906312; b = 5376106.513478; cout = 4262386862242.218750
a = 3393293.338495; b = 5385971.023627; cout = 4266985517761.331055
a = 3393294.770678; b = 5395835.533776; cout = 4271779528322.773438
a = 3393296.202861; b = 5405700.043926; cout = 4276768893926.525879
a = 3393297.635044; b = 5415564.554075; cout = 4281953614572.587402
a = 3393299.067227; b = 5425429.064224; cout = 4287333690260.965332
a = 3393300.499410; b = 5435293.574374; cout = 4292909120991.685059
a = 3393301.931593; b = 5445158.084523; cout = 4298679906764.703125
a = 3393303.363776; b = 5455022.594672; cout = 4304646047580.039551
a = 3393304.795959; b = 5464887.104822; cout = 4310807543437.696777
a = 3393306.228142; b = 5474751.614971; cout = 4317164394337.678223
a = 3393304.366992; b = 5484615.796204; cout = 4323749258398.602539
a = 3403135.789734; b = 5040714.600582; cout = 4023763515422.421875
a = 3403137.221917; b = 5050579.110731; cout = 4024556562207.643066
a = 3403138.654100; b = 5060443.620881; cout = 4025544964035.187012
a = 3403140.086283; b = 5070308.131030; cout = 4026728720905.037598
a = 3403141.518466; b = 5080172.641179; cout = 4028107832817.197754
a = 3403142.950649; b = 5090037.151329; cout = 4029682299771.672852
a = 3403144.382832; b = 5099901.661478; cout = 4031452121768.476562
a = 3403145.815015; b = 5109766.171628; cout = 4033417298807.585938
a = 3403147.247198; b = 5119630.681777; cout = 4035577830889.031250
a = 3403148.679381; b = 5129495.191926; cout = 4037933718012.794434
a = 3403150.111564; b = 5139359.702076; cout = 4040484960178.875977
a = 3403151.543747; b = 5149224.212225; cout = 4043231557387.260254
a = 3403152.975930; b = 5159088.722374; cout = 4046173509637.966797
a = 3403154.408113; b = 5168953.232524; cout = 4049310816930.983398
a = 3403155.840296; b = 5178817.742673; cout = 4052643479266.350586
a = 3403157.272479; b = 5188682.252822; cout = 4056171496644.006348
a = 3403158.704662; b = 5198546.762972; cout = 4059894869063.979492
a = 3403160.136845; b = 5208411.273121; cout = 4063813596526.284180
a = 3403161.569028; b = 5218275.783271; cout = 4067927679030.901367
a = 3403163.001211; b = 5228140.293420; cout = 4072237116577.830078
a = 3403164.433394; b = 5238004.803569; cout = 4076741909167.091797
a = 3403165.865577; b = 5247869.313719; cout = 4081442056798.656738
a = 3403167.297759; b = 5257733.823868; cout = 4086337559472.543457
a = 3403168.729942; b = 5267598.334017; cout = 4091428417188.760742
a = 3403170.162125; b = 5277462.844167; cout = 4096714629947.279297
a = 3403171.594308; b = 5287327.354316; cout = 4102196197748.115723
a = 3403173.026491; b = 5297191.864466; cout = 4107873120591.275391
a = 3403174.458674; b = 5307056.374615; cout = 4113745398476.759277
a = 3403175.890857; b = 5316920.884764; cout = 4119813031404.553223
a = 3403177.323040; b = 5326785.394914; cout = 4126076019374.665039
a = 3403178.755223; b = 5336649.905063; cout = 4132534362387.103027
a = 3403180.187406; b = 5346514.415212; cout = 4139188060441.850098
a = 3403181.619589; b = 5356378.925362; cout = 4146037113538.917480
a = 3403183.051772; b = 5366243.435511; cout = 4153081521678.307617
a = 3403184.483955; b = 5376107.945661; cout = 4160321284860.011230
a = 3403182.622806; b = 5385972.126893; cout = 4167779903936.329590
a = 3413009.748999; b = 4912477.400823; cout = 3851635395007.330566
a = 3413011.181182; b = 4922341.910972; cout = 3852725288947.331543
a = 3413012.613365; b = 4932206.421122; cout = 3854010537929.638184
a = 3413014.045548; b = 4942070.931271; cout = 3855491141954.249512
a = 3413015.477731; b = 4951935.441421; cout = 3857167101021.198730
a = 3413016.909913; b = 4961799.951570; cout = 3859038415130.448242
a = 3413018.342096; b = 4971664.461719; cout = 3861105084282.023926
a = 3413019.774279; b = 4981528.971869; cout = 3863367108475.907227
a = 3413021.206462; b = 4991393.482018; cout = 3865824487712.127930
a = 3413022.638645; b = 5001257.992167; cout = 3868477221990.668945
a = 3413024.070828; b = 5011122.502317; cout = 3871325311311.521484
a = 3413025.503011; b = 5020987.012466; cout = 3874368755674.684082
a = 3413026.935194; b = 5030851.522616; cout = 3877607555080.160645
a = 3413028.367377; b = 5040716.032765; cout = 3881041709527.956055
a = 3413029.799560; b = 5050580.542914; cout = 3884671219018.081055
a = 3413031.231743; b = 5060445.053064; cout = 3888496083550.524414
a = 3413032.663926; b = 5070309.563213; cout = 3892516303125.272949
a = 3413034.096109; b = 5080174.073362; cout = 3896731877742.353516
a = 3413035.528292; b = 5090038.583512; cout = 3901142807401.736328
a = 3413036.960475; b = 5099903.093661; cout = 3905749092103.444824
a = 3413038.392658; b = 5109767.603810; cout = 3910550731847.471191
a = 3413039.824841; b = 5119632.113960; cout = 3915547726633.817383
a = 3413041.257024; b = 5129496.624109; cout = 3920740076462.477051
a = 3413042.689207; b = 5139361.134259; cout = 3926127781333.455566
a = 3413044.121390; b = 5149225.644408; cout = 3931710841246.762207
a = 3413045.553573; b = 5159090.154557; cout = 3937489256202.374023
a = 3413046.985756; b = 5168954.664707; cout = 3943463026200.311035
a = 3413048.417939; b = 5178819.174856; cout = 3949632151240.561523
a = 3413049.850122; b = 5188683.685005; cout = 3955996631323.130371
a = 3413051.282305; b = 5198548.195155; cout = 3962556466448.010742
a = 3413052.714488; b = 5208412.705304; cout = 3969311656615.217285
a = 3413054.146671; b = 5218277.215454; cout = 3976262201824.741699
a = 3413055.578854; b = 5228141.725603; cout = 3983408102076.587402
a = 3413057.011037; b = 5238006.235752; cout = 3990749357370.747070
a = 3413058.443220; b = 5247870.745902; cout = 3998285967707.231445
a = 3413059.875403; b = 5257735.256051; cout = 4006017933086.022461
a = 3413061.307586; b = 5267599.766200; cout = 4013945253507.124512
a = 3413062.739769; b = 5277464.276350; cout = 4022067928970.556641
a = 3413060.878620; b = 5287328.457582; cout = 4030400303062.292480
a = 3422883.708263; b = 4784240.201064; cout = 3694557749870.963379
a = 3422885.140446; b = 4794104.711214; cout = 3695944490965.720703
a = 3422886.572629; b = 4803969.221363; cout = 3697526587102.812500
a = 3422888.004812; b = 4813833.731512; cout = 3699304038282.206055
a = 3422889.436995; b = 4823698.241662; cout = 3701276844503.918945
a = 3422890.869178; b = 4833562.751811; cout = 3703445005767.951172
a = 3422892.301361; b = 4843427.261960; cout = 3705808522074.302734
a = 3422893.733544; b = 4853291.772110; cout = 3708367393422.962891
a = 3422895.165727; b = 4863156.282259; cout = 3711121619813.962891
a = 3422896.597910; b = 4873020.792409; cout = 3714071201247.256348
a = 3422898.030093; b = 4882885.302558; cout = 3717216137722.877441
a = 3422899.462276; b = 4892749.812707; cout = 3720556429240.823242
a = 3422900.894459; b = 4902614.322857; cout = 3724092075801.078125
a = 3422902.326642; b = 4912478.833006; cout = 3727823077403.649902
a = 3422903.758825; b = 4922343.343155; cout = 3731749434048.549805
a = 3422905.191008; b = 4932207.853305; cout = 3735871145735.756836
a = 3422906.623191; b = 4942072.363454; cout = 3740188212465.280762
a = 3422908.055374; b = 4951936.873604; cout = 3744700634237.147949
a = 3422909.487557; b = 4961801.383753; cout = 3749408411051.297852
a = 3422910.919740; b = 4971665.893902; cout = 3754311542907.773438
a = 3422912.351923; b = 4981530.404052; cout = 3759410029806.575195
a = 3422913.784106; b = 4991394.914201; cout = 3764703871747.703613
a = 3422915.216289; b = 5001259.424350; cout = 3770193068731.142578
a = 3422916.648472; b = 5011123.934500; cout = 3775877620756.887207
a = 3422918.080655; b = 5020988.444649; cout = 3781757527824.951660
a = 3422919.512838; b = 5030852.954799; cout = 3787832789935.355957
a = 3422920.945021; b = 5040717.464948; cout = 3794103407088.060547
a = 3422922.377204; b = 5050581.975097; cout = 3800569379283.090332
a = 3422923.809387; b = 5060446.485247; cout = 3807230706520.432129
a = 3422925.241570; b = 5070310.995396; cout = 3814087388800.088379
a = 3422926.673753; b = 5080175.505545; cout = 3821139426122.068359
a = 3422928.105936; b = 5090040.015695; cout = 3828386818486.362793
a = 3422929.538119; b = 5099904.525844; cout = 3835829565892.981445
a = 3422930.970302; b = 5109769.035993; cout = 3843467668341.912109
a = 3422932.402485; b = 5119633.546143; cout = 3851301125833.172363
a = 3422933.834668; b = 5129498.056292; cout = 3859329938366.741211
a = 3422935.266851; b = 5139362.566442; cout = 3867554105942.617676
a = 3422936.699034; b = 5149227.076591; cout = 3875973628560.819336
a = 3422938.131216; b = 5159091.586740; cout = 3884588506221.349121
a = 3422939.563399; b = 5168956.096890; cout = 3893398738924.193359
a = 3422940.995582; b = 5178820.607039; cout = 3902404326669.353516
a = 3422939.134433; b = 5188684.788271; cout = 3911610455776.475586
a = 3432757.667528; b = 4656003.001305; cout = 3552530580013.321289
a = 3432759.099711; b = 4665867.511455; cout = 3554214168262.851074
a = 3432760.531894; b = 4675732.021604; cout = 3556093111554.713379
a = 3432761.964077; b = 4685596.531754; cout = 3558167409888.882324
a = 3432763.396260; b = 4695461.041903; cout = 3560437063265.382812
a = 3432764.828443; b = 4705325.552052; cout = 3562902071684.176270
a = 3432766.260626; b = 4715190.062202; cout = 3565562435145.298340
a = 3432767.692809; b = 4725054.572351; cout = 3568418153648.740234
a = 3432769.124992; b = 4734919.082500; cout = 3571469227194.512695
a = 3432770.557175; b = 4744783.592650; cout = 3574715655782.583984
a = 3432771.989358; b = 4754648.102799; cout = 3578157439412.971680
a = 3432773.421541; b = 4764512.612948; cout = 3581794578085.681152
a = 3432774.853724; b = 4774377.123098; cout = 3585627071800.722168
a = 3432776.285907; b = 4784241.633247; cout = 3589654920558.069824
a = 3432777.718090; b = 4794106.143397; cout = 3593878124357.727539
a = 3432779.150273; b = 4803970.653546; cout = 3598296683199.722168
a = 3432780.582456; b = 4813835.163695; cout = 3602910597084.021973
a = 3432782.014639; b = 4823699.673845; cout = 3607719866010.640625
a = 3432783.446822; b = 4833564.183994; cout = 3612724489979.586914
a = 3432784.879005; b = 4843428.694143; cout = 3617924468990.836426
a = 3432786.311188; b = 4853293.204293; cout = 3623319803044.411621
a = 3432787.743370; b = 4863157.714442; cout = 3628910492140.301270
a = 3432789.175553; b = 4873022.224592; cout = 3634696536278.519043
a = 3432790.607736; b = 4882886.734741; cout = 3640677935459.037109
a = 3432792.039919; b = 4892751.244890; cout = 3646854689681.884277
a = 3432793.472102; b = 4902615.755040; cout = 3653226798947.057129
a = 3432794.904285; b = 4912480.265189; cout = 3659794263254.539062
a = 3432796.336468; b = 4922344.775338; cout = 3666557082604.349121
a = 3432797.768651; b = 4932209.285488; cout = 3673515256996.453125
a = 3432799.200834; b = 4942073.795637; cout = 3680668786430.889648
a = 3432800.633017; b = 4951938.305787; cout = 3688017670907.642578
a = 3432802.065200; b = 4961802.815936; cout = 3695561910426.710449
a = 3432803.497383; b = 4971667.326085; cout = 3703301504988.101074
a = 3432804.929566; b = 4981531.836235; cout = 3711236454591.808105
a = 3432806.361749; b = 4991396.346384; cout = 3719366759237.832520
a = 3432807.793932; b = 5001260.856533; cout = 3727692418926.181641
a = 3432809.226115; b = 5011125.366683; cout = 3736213433656.837402
a = 3432810.658298; b = 5020989.876832; cout = 3744929803429.812988
a = 3432812.090481; b = 5030854.386981; cout = 3753841528245.117676
a = 3432813.522664; b = 5040718.897131; cout = 3762948608102.729004
a = 3432814.954847; b = 5050583.407280; cout = 3772251043002.659668
a = 3432816.387030; b = 5060447.917430; cout = 3781748832944.905273
a = 3432817.819213; b = 5070312.427579; cout = 3791441977929.480957
a = 3432819.251396; b = 5080176.937728; cout = 3801330477956.361816
a = 3432814.102573; b = 5090040.790332; cout = 3811406403897.753418
a = 3442631.626793; b = 4527765.801547; cout = 3425553885434.406250
a = 3442633.058976; b = 4537630.311696; cout = 3427534320838.704102
a = 3442634.491159; b = 4547494.821845; cout = 3429710111285.341797
a = 3442635.923342; b = 4557359.331995; cout = 3432081256774.281250
a = 3442637.355525; b = 4567223.842144; cout = 3434647757305.541504
a = 3442638.787707; b = 4577088.352293; cout = 3437409612879.115723
a = 3442640.219890; b = 4586952.862443; cout = 3440366823495.020020
a = 3442641.652073; b = 4596817.372592; cout = 3443519389153.237305
a = 3442643.084256; b = 4606681.882742; cout = 3446867309853.779785
a = 3442644.516439; b = 4616546.392891; cout = 3450410585596.627441
a = 3442645.948622; b = 4626410.903040; cout = 3454149216381.794434
a = 3442647.380805; b = 4636275.413190; cout = 3458083202209.272949
a = 3442648.812988; b = 4646139.923339; cout = 3462212543079.088379
a = 3442650.245171; b = 4656004.433488; cout = 3466537238991.211426
a = 3442651.677354; b = 4665868.943638; cout = 3471057289945.653809
a = 3442653.109537; b = 4675733.453787; cout = 3475772695942.399414
a = 3442654.541720; b = 4685597.963936; cout = 3480683456981.482910
a = 3442655.973903; b = 4695462.474086; cout = 3485789573062.876465
a = 3442657.406086; b = 4705326.984235; cout = 3491091044186.588379
a = 3442658.838269; b = 4715191.494385; cout = 3496587870352.621582
a = 3442660.270452; b = 4725056.004534; cout = 3502280051560.967773
a = 3442661.702635; b = 4734920.514683; cout = 3508167587811.642090
a = 3442663.134818; b = 4744785.024833; cout = 3514250479104.625488
a = 3442664.567001; b = 4754649.534982; cout = 3520528725439.926270
a = 3442665.999184; b = 4764514.045131; cout = 3527002326817.539062
a = 3442667.431367; b = 4774378.555281; cout = 3533671283237.479980
a = 3442668.863550; b = 4784243.065430; cout = 3540535594699.734863
a = 3442670.295733; b = 4794107.575580; cout = 3547595261204.307617
a = 3442671.727916; b = 4803972.085729; cout = 3554850282751.199707
a = 3442673.160099; b = 4813836.595878; cout = 3562300659340.408691
a = 3442674.592282; b = 4823701.106028; cout = 3569946390971.934570
a = 3442676.024465; b = 4833565.616177; cout = 3577787477645.780273
a = 3442677.456648; b = 4843430.126326; cout = 3585823919361.950195
a = 3442678.888831; b = 4853294.636476; cout = 3594055716120.426270
a = 3442680.321014; b = 4863159.146625; cout = 3602482867921.223145
a = 3442681.753197; b = 4873023.656775; cout = 3611105374764.335938
a = 3442683.185380; b = 4882888.166924; cout = 3619923236649.781250
a = 3442684.617563; b = 4892752.677073; cout = 3628936453577.530273
a = 3442686.049746; b = 4902617.187223; cout = 3638145025547.594727
a = 3442687.481929; b = 4912481.697372; cout = 3647548952559.994629
a = 3442688.914112; b = 4922346.207521; cout = 3657148234614.696777
a = 3442690.346295; b = 4932210.717671; cout = 3666942871711.708496
a = 3442691.778478; b = 4942075.227820; cout = 3676932863851.062012
a = 3442693.210661; b = 4951939.737969; cout = 3687118211032.723145
a = 3442694.642844; b = 4961804.248119; cout = 3697498913256.699707
a = 3442696.075027; b = 4971668.758268; cout = 3708074970522.997559
a = 3442697.507210; b = 4981533.268418; cout = 3718846382831.611816
a = 3452505.586057; b = 4399528.601788; cout = 3313627666134.208008
a = 3452507.018240; b = 4409393.111937; cout = 3315904948693.289062
a = 3452508.450423; b = 4419257.622086; cout = 3318377586294.683105
a = 3452509.882606; b = 4429122.132236; cout = 3321045578938.409668
a = 3452511.314789; b = 4438986.642385; cout = 3323908926624.443359
a = 3452512.746972; b = 4448851.152535; cout = 3326967629352.791504
a = 3452514.179155; b = 4458715.662684; cout = 3330221687123.474121
a = 3452515.611338; b = 4468580.172833; cout = 3333671099936.457520
a = 3452517.043521; b = 4478444.682983; cout = 3337315867791.763672
a = 3452518.475704; b = 4488309.193132; cout = 3341155990689.394043
a = 3452519.907887; b = 4498173.703281; cout = 3345191468629.336426
a = 3452521.340070; b = 4508038.213431; cout = 3349422301611.592285
a = 3452522.772253; b = 4517902.723580; cout = 3353848489636.179199
a = 3452524.204436; b = 4527767.233730; cout = 3358470032703.072754
a = 3452525.636619; b = 4537631.743879; cout = 3363286930812.283691
a = 3452527.068802; b = 4547496.254028; cout = 3368299183963.810059
a = 3452528.500985; b = 4557360.764178; cout = 3373506792157.671875
a = 3452529.933168; b = 4567225.274327; cout = 3378909755393.835938
a = 3452531.365351; b = 4577089.784476; cout = 3384508073672.320801
a = 3452532.797534; b = 4586954.294626; cout = 3390301746993.130859
a = 3452534.229717; b = 4596818.804775; cout = 3396290775356.250000
a = 3452535.661900; b = 4606683.314925; cout = 3402475158761.690430
a = 3452537.094083; b = 4616547.825074; cout = 3408854897209.443848
a = 3452538.526266; b = 4626412.335223; cout = 3415429990699.526367
a = 3452539.958449; b = 4636276.845373; cout = 3422200439231.919434
a = 3452541.390632; b = 4646141.355522; cout = 3429166242806.625488
a = 3452542.822815; b = 4656005.865671; cout = 3436327401423.663574
a = 3452544.254998; b = 4665870.375821; cout = 3443683915083.007324
a = 3452545.687181; b = 4675734.885970; cout = 3451235783784.671875
a = 3452547.119364; b = 4685599.396119; cout = 3458983007528.658691
a = 3452548.551547; b = 4695463.906269; cout = 3466925586314.958008
a = 3452549.983730; b = 4705328.416418; cout = 3475063520143.570801
a = 3452551.415913; b = 4715192.926568; cout = 3483396809014.508301
a = 3452552.848096; b = 4725057.436717; cout = 3491925452927.772461
a = 3452554.280279; b = 4734921.946866; cout = 3500649451883.340332
a = 3452555.712462; b = 4744786.457016; cout = 3509568805881.229004
a = 3452557.144645; b = 4754650.967165; cout = 3518683514921.445801
a = 3452558.576827; b = 4764515.477314; cout = 3527993579003.965332
a = 3452560.009010; b = 4774379.987464; cout = 3537498998128.807129
a = 3452561.441193; b = 4784244.497613; cout = 3547199772295.968750
a = 3452562.873376; b = 4794109.007763; cout = 3557095901505.455566
a = 3452564.305559; b = 4803973.517912; cout = 3567187385757.254395
a = 3452565.737742; b = 4813838.028061; cout = 3577474225051.369629
a = 3452567.169925; b = 4823702.538211; cout = 3587956419387.799316
a = 3452568.602108; b = 4833567.048360; cout = 3598633968766.547363
a = 3452570.034291; b = 4843431.558509; cout = 3609506873187.618652
